CommonName,Species,Genus,Family,Order,Subclass
Three-striped Ground Squirrel,Lariscus_insignis,Lariscus,Sciuridae,Rodentia,Theria
Niobe Ground Squirrel,Lariscus_niobe,Lariscus,Sciuridae,Rodentia,Theria
Mentawai Three-striped Squirrel,Lariscus_obscurus,Lariscus,Sciuridae,Rodentia,Theria
Indochinese Ground Squirrel,Menetes_berdmorei,Menetes,Sciuridae,Rodentia,Theria
Black-eared Squirrel,Nannosciurus_melanotis,Nannosciurus,Sciuridae,Rodentia,Theria
Secretive Dwarf Squirrel,Prosciurillus_abstrusus,Prosciurillus,Sciuridae,Rodentia,Theria
Alston's Squirrel,Prosciurillus_alstoni,Prosciurillus,Sciuridae,Rodentia,Theria
Whitish Dwarf Squirrel,Prosciurillus_leucomus,Prosciurillus,Sciuridae,Rodentia,Theria
Celebes Dwarf Squirrel,Prosciurillus_murinus,Prosciurillus,Sciuridae,Rodentia,Theria
Sangihe Squirrel,Prosciurillus_rosenbergii,Prosciurillus,Sciuridae,Rodentia,Theria
Mount Topapu Squirrel,Prosciurillus_topapuensis,Prosciurillus,Sciuridae,Rodentia,Theria
Weber's Dwarf Squirrel,Prosciurillus_weberi,Prosciurillus,Sciuridae,Rodentia,Theria
Shrew-faced Squirrel,Rhinosciurus_laticaudatus,Rhinosciurus,Sciuridae,Rodentia,Theria
Sulawesi Giant Squirrel,Rubrisciurus_rubriventer,Rubrisciurus,Sciuridae,Rodentia,Theria
Sumatran Mountain Squirrel,Sundasciurus_altitudinis,Sundasciurus,Sciuridae,Rodentia,Theria
Brooke's Squirrel,Sundasciurus_brookei,Sundasciurus,Sciuridae,Rodentia,Theria
Davao Squirrel,Sundasciurus_davensis,Sundasciurus,Sciuridae,Rodentia,Theria
Bornean Mountain Ground Squirrel,Sundasciurus_everetti,Sundasciurus,Sciuridae,Rodentia,Theria
Fraternal Squirrel,Sundasciurus_fraterculus,Sundasciurus,Sciuridae,Rodentia,Theria
Horse-tailed Squirrel,Sundasciurus_hippurus,Sundasciurus,Sciuridae,Rodentia,Theria
Busuanga Squirrel,Sundasciurus_hoogstraali,Sundasciurus,Sciuridae,Rodentia,Theria
Jentink's Squirrel,Sundasciurus_jentinki,Sundasciurus,Sciuridae,Rodentia,Theria
Northern Palawan Tree Squirrel,Sundasciurus_juvencus,Sundasciurus,Sciuridae,Rodentia,Theria
Low's Squirrel,Sundasciurus_lowii,Sundasciurus,Sciuridae,Rodentia,Theria
Mindanao Squirrel,Sundasciurus_mindanensis,Sundasciurus,Sciuridae,Rodentia,Theria
Culion Tree Squirrel,Sundasciurus_moellendorffi,Sundasciurus,Sciuridae,Rodentia,Theria
Natuna Squirrel,Sundasciurus_natunensis,Sundasciurus,Sciuridae,Rodentia,Theria
Philippine Tree Squirrel,Sundasciurus_philippinensis,Sundasciurus,Sciuridae,Rodentia,Theria
Palawan Montane Squirrel,Sundasciurus_rabori,Sundasciurus,Sciuridae,Rodentia,Theria
Robinson's Squirrel,Sundasciurus_robinsoni,Sundasciurus,Sciuridae,Rodentia,Theria
Samar Squirrel,Sundasciurus_samarensis,Sundasciurus,Sciuridae,Rodentia,Theria
Southern Palawan Tree Squirrel,Sundasciurus_steerii,Sundasciurus,Sciuridae,Rodentia,Theria
Upland Squirrel,Sundasciurus_tahan,Sundasciurus,Sciuridae,Rodentia,Theria
Slender Squirrel,Sundasciurus_tenuis,Sundasciurus,Sciuridae,Rodentia,Theria
Southeast Asian Striped Squirrel,Tamiops_barbei,Tamiops,Sciuridae,Rodentia,Theria
Maritime Striped Squirrel,Tamiops_maritimus,Tamiops,Sciuridae,Rodentia,Theria
Himalayan Striped Squirrel,Tamiops_mcclellandii,Tamiops,Sciuridae,Rodentia,Theria
Minshan Striped Squirrel,Tamiops_minshanicus,Tamiops,Sciuridae,Rodentia,Theria
Cambodian Striped Squirrel,Tamiops_rodolphii,Tamiops,Sciuridae,Rodentia,Theria
Swinhoe's Striped Squirrel,Tamiops_swinhoei,Tamiops,Sciuridae,Rodentia,Theria
Layard's Palm Squirrel,Funambulus_layardi,Funambulus,Sciuridae,Rodentia,Theria
Dusky Striped Squirrel,Funambulus_obscurus,Funambulus,Sciuridae,Rodentia,Theria
Indian Palm Squirrel,Funambulus_palmarum,Funambulus,Sciuridae,Rodentia,Theria
Northern Palm Squirrel,Funambulus_pennantii,Funambulus,Sciuridae,Rodentia,Theria
Pygmy Striped Squirrel,Funambulus_sublineatus,Funambulus,Sciuridae,Rodentia,Theria
Jungle Palm Squirrel,Funambulus_tristriatus,Funambulus,Sciuridae,Rodentia,Theria
Pale Giant Squirrel,Ratufa_affinis,Ratufa,Sciuridae,Rodentia,Theria
Black Giant Squirrel,Ratufa_bicolor,Ratufa,Sciuridae,Rodentia,Theria
Indian Giant Squirrel,Ratufa_indica,Ratufa,Sciuridae,Rodentia,Theria
Sri Lankan Giant Squirrel,Ratufa_macroura,Ratufa,Sciuridae,Rodentia,Theria
Neotropical Pygmy Squirrel,Sciurillus_pusillus,Sciurillus,Sciuridae,Rodentia,Theria
Northern Chinese Flying Squirrel,Aeretes_melanopterus,Aeretes,Sciuridae,Rodentia,Theria
Black Flying Squirrel,Aeromys_tephromelas,Aeromys,Sciuridae,Rodentia,Theria
Thomas's Flying Squirrel,Aeromys_thomasi,Aeromys,Sciuridae,Rodentia,Theria
Hairy-footed Flying Squirrel,Belomys_pearsonii,Belomys,Sciuridae,Rodentia,Theria
Namdapha Flying Squirrel,Biswamoyopterus_biswasi,Biswamoyopterus,Sciuridae,Rodentia,Theria
Mount Gaoligong Flying Squirrel,Biswamoyopterus_gaoligongensis,Biswamoyopterus,Sciuridae,Rodentia,Theria
Laotian Flying Squirrel,Biswamoyopterus_laoensis,Biswamoyopterus,Sciuridae,Rodentia,Theria
Kashmir Flying Squirrel,Eoglaucomys_fimbriatus,Eoglaucomys,Sciuridae,Rodentia,Theria
Western Woolly Flying Squirrel,Eupetaurus_cinereus,Eupetaurus,Sciuridae,Rodentia,Theria
Yunnan Woolly Flying Squirrel,Eupetaurus_nivamons,Eupetaurus,Sciuridae,Rodentia,Theria
Tibetan Woolly Flying Squirrel,Eupetaurus_tibetensis,Eupetaurus,Sciuridae,Rodentia,Theria
Humboldt's Flying Squirrel,Glaucomys_oregonensis,Glaucomys,Sciuridae,Rodentia,Theria
Northern Flying Squirrel,Glaucomys_sabrinus,Glaucomys,Sciuridae,Rodentia,Theria
Southern Flying Squirrel,Glaucomys_volans,Glaucomys,Sciuridae,Rodentia,Theria
Particolored Flying Squirrel,Hylopetes_alboniger,Hylopetes,Sciuridae,Rodentia,Theria
Bartels's Flying Squirrel,Hylopetes_bartelsi,Hylopetes,Sciuridae,Rodentia,Theria
Hainan Flying Squirrel,Hylopetes_electilis,Hylopetes,Sciuridae,Rodentia,Theria
Palawan Flying Squirrel,Hylopetes_nigripes,Hylopetes,Sciuridae,Rodentia,Theria
Indochinese Flying Squirrel,Hylopetes_phayrei,Hylopetes,Sciuridae,Rodentia,Theria
Jentink's Flying Squirrel,Hylopetes_platyurus,Hylopetes,Sciuridae,Rodentia,Theria
Gray-cheeked Flying Squirrel,Hylopetes_sagitta,Hylopetes,Sciuridae,Rodentia,Theria
Sipora Flying Squirrel,Hylopetes_sipora,Hylopetes,Sciuridae,Rodentia,Theria
Red-cheeked Flying Squirrel,Hylopetes_spadiceus,Hylopetes,Sciuridae,Rodentia,Theria
Sumatran Flying Squirrel,Hylopetes_winstoni,Hylopetes,Sciuridae,Rodentia,Theria
Javanese Flying Squirrel,Iomys_horsfieldii,Iomys,Sciuridae,Rodentia,Theria
Mentawai Flying Squirrel,Iomys_sipora,Iomys,Sciuridae,Rodentia,Theria
Morris's Flying Squirrel,Olisthomys_morrisi,Olisthomys,Sciuridae,Rodentia,Theria
Lesser Pygmy Flying Squirrel,Petaurillus_emiliae,Petaurillus,Sciuridae,Rodentia,Theria
Hose's Pygmy Flying Squirrel,Petaurillus_hosei,Petaurillus,Sciuridae,Rodentia,Theria
Selangor Pygmy Flying Squirrel,Petaurillus_kinlochii,Petaurillus,Sciuridae,Rodentia,Theria
White-bellied Giant Flying Squirrel,Petaurista_albiventer,Petaurista,Sciuridae,Rodentia,Theria
Red-and-white Giant Flying Squirrel,Petaurista_alborufus,Petaurista,Sciuridae,Rodentia,Theria
Gray-headed Giant Flying Squirrel,Petaurista_caniceps,Petaurista,Sciuridae,Rodentia,Theria
Spotted Giant Flying Squirrel,Petaurista_elegans,Petaurista,Sciuridae,Rodentia,Theria
Formosan Giant Flying Squirrel,Petaurista_grandis,Petaurista,Sciuridae,Rodentia,Theria
Hainan Giant Flying Squirrel,Petaurista_hainanus,Petaurista,Sciuridae,Rodentia,Theria
Taiwan Giant Flying Squirrel,Petaurista_lena,Petaurista,Sciuridae,Rodentia,Theria
Japanese Giant Flying Squirrel,Petaurista_leucogenys,Petaurista,Sciuridae,Rodentia,Theria
Hodgson's Giant Flying Squirrel,Petaurista_magnificus,Petaurista,Sciuridae,Rodentia,Theria
Indochinese Giant Flying Squirrel,Petaurista_marica,Petaurista,Sciuridae,Rodentia,Theria
Mechuka Giant Flying Squirrel,Petaurista_mechukaensis,Petaurista,Sciuridae,Rodentia,Theria
Bhutan Giant Flying Squirrel,Petaurista_nobilis,Petaurista,Sciuridae,Rodentia,Theria
Red Giant Flying Squirrel,Petaurista_petaurista,Petaurista,Sciuridae,Rodentia,Theria
Indian Giant Flying Squirrel,Petaurista_philippensis,Petaurista,Sciuridae,Rodentia,Theria
Mebo Giant Flying Squirrel,Petaurista_siangensis,Petaurista,Sciuridae,Rodentia,Theria
Chindwin Giant Flying Squirrel,Petaurista_sybilla,Petaurista,Sciuridae,Rodentia,Theria
Chinese Giant Flying Squirrel,Petaurista_xanthotis,Petaurista,Sciuridae,Rodentia,Theria
Yunnan Giant Flying Squirrel,Petaurista_yunanensis,Petaurista,Sciuridae,Rodentia,Theria
Basilan Flying Squirrel,Petinomys_crinitus,Petinomys,Sciuridae,Rodentia,Theria
Travancore Flying Squirrel,Petinomys_fuscocapillus,Petinomys,Sciuridae,Rodentia,Theria
Whiskered Flying Squirrel,Petinomys_genibarbis,Petinomys,Sciuridae,Rodentia,Theria
Hagen's Flying Squirrel,Petinomys_hageni,Petinomys,Sciuridae,Rodentia,Theria
Siberut Flying Squirrel,Petinomys_lugens,Petinomys,Sciuridae,Rodentia,Theria
Mindanao Flying Squirrel,Petinomys_mindanensis,Petinomys,Sciuridae,Rodentia,Theria
Temminck's Flying Squirrel,Petinomys_setosus,Petinomys,Sciuridae,Rodentia,Theria
Vordermann's Flying Squirrel,Petinomys_vordermanni,Petinomys,Sciuridae,Rodentia,Theria
Himalayan Large-eared Flying Squirrel,Priapomys_leonardi,Priapomys,Sciuridae,Rodentia,Theria
Japanese Flying Squirrel,Pteromys_momonga,Pteromys,Sciuridae,Rodentia,Theria
Siberian Flying Squirrel,Pteromys_volans,Pteromys,Sciuridae,Rodentia,Theria
Smoky Flying Squirrel,Pteromyscus_pulverulentus,Pteromyscus,Sciuridae,Rodentia,Theria
Complex-toothed Flying Squirrel,Trogopterus_xanthipes,Trogopterus,Sciuridae,Rodentia,Theria
Central American Dwarf Squirrel,Microsciurus_alfari,Microsciurus,Sciuridae,Rodentia,Theria
Panamanian Dwarf Squirrel,Microsciurus_boquetensis,Microsciurus,Sciuridae,Rodentia,Theria
Amazon Dwarf Squirrel,Microsciurus_flaviventer,Microsciurus,Sciuridae,Rodentia,Theria
Isthmian Dwarf Squirrel,Microsciurus_isthmius,Microsciurus,Sciuridae,Rodentia,Theria
Western Dwarf Squirrel,Microsciurus_mimulus,Microsciurus,Sciuridae,Rodentia,Theria
White-eared Dwarf Squirrel,Microsciurus_otinus,Microsciurus,Sciuridae,Rodentia,Theria
Sabanilla Dwarf Squirrel,Microsciurus_sabanillae,Microsciurus,Sciuridae,Rodentia,Theria
Santander Dwarf Squirrel,Microsciurus_santanderensis,Microsciurus,Sciuridae,Rodentia,Theria
Choco Dwarf Squirrel,Microsciurus_similis,Microsciurus,Sciuridae,Rodentia,Theria
Simons's Dwarf Squirrel,Microsciurus_simonsi,Microsciurus,Sciuridae,Rodentia,Theria
Tufted Ground Squirrel,Rheithrosciurus_macrotis,Rheithrosciurus,Sciuridae,Rodentia,Theria
Abert's Squirrel,Sciurus_aberti,Sciurus,Sciuridae,Rodentia,Theria
Guianan Squirrel,Sciurus_aestuans,Sciurus,Sciuridae,Rodentia,Theria
Allen's Squirrel,Sciurus_alleni,Sciurus,Sciuridae,Rodentia,Theria
Caucasian Squirrel,Sciurus_anomalus,Sciurus,Sciuridae,Rodentia,Theria
Arizona Gray Squirrel,Sciurus_arizonensis,Sciurus,Sciuridae,Rodentia,Theria
Red-bellied Squirrel,Sciurus_aureogaster,Sciurus,Sciuridae,Rodentia,Theria
Brazilian Squirrel,Sciurus_brasiliensis,Sciurus,Sciuridae,Rodentia,Theria
Eastern Gray Squirrel,Sciurus_carolinensis,Sciurus,Sciuridae,Rodentia,Theria
Collie's Squirrel,Sciurus_colliaei,Sciurus,Sciuridae,Rodentia,Theria
Deppe's Squirrel,Sciurus_deppei,Sciurus,Sciuridae,Rodentia,Theria
Red-tailed Squirrel,Sciurus_granatensis,Sciurus,Sciuridae,Rodentia,Theria
Western Gray Squirrel,Sciurus_griseus,Sciurus,Sciuridae,Rodentia,Theria
Bolivian Squirrel,Sciurus_ignitus,Sciurus,Sciuridae,Rodentia,Theria
Northern Amazon Red Squirrel,Sciurus_igniventris,Sciurus,Sciuridae,Rodentia,Theria
Japanese Squirrel,Sciurus_lis,Sciurus,Sciuridae,Rodentia,Theria
Calabrian Black Squirrel,Sciurus_meridionalis,Sciurus,Sciuridae,Rodentia,Theria
Mexican Fox Squirrel,Sciurus_nayaritensis,Sciurus,Sciuridae,Rodentia,Theria
White-naped Squirrel,Sciurus_nebouxii,Sciurus,Sciuridae,Rodentia,Theria
Eastern Fox Squirrel,Sciurus_niger,Sciurus,Sciuridae,Rodentia,Theria
Peters's Squirrel,Sciurus_oculatus,Sciurus,Sciuridae,Rodentia,Theria
Pacheco's Squirrel,Sciurus_pachecoi,Sciurus,Sciuridae,Rodentia,Theria
Andean Squirrel,Sciurus_pucheranii,Sciurus,Sciuridae,Rodentia,Theria
Junin Red Squirrel,Sciurus_pyrrhinus,Sciurus,Sciuridae,Rodentia,Theria
Richmond's Squirrel,Sciurus_richmondi,Sciurus,Sciuridae,Rodentia,Theria
Southern Amazon Red Squirrel,Sciurus_spadiceus,Sciurus,Sciuridae,Rodentia,Theria
Guayaquil Squirrel,Sciurus_stramineus,Sciurus,Sciuridae,Rodentia,Theria
Variegated Squirrel,Sciurus_variegatoides,Sciurus,Sciuridae,Rodentia,Theria
Eurasian Red Squirrel,Sciurus_vulgaris,Sciurus,Sciuridae,Rodentia,Theria
Yucatán Squirrel,Sciurus_yucatanensis,Sciurus,Sciuridae,Rodentia,Theria
Bangs's Mountain Squirrel,Syntheosciurus_brochus,Syntheosciurus,Sciuridae,Rodentia,Theria
Douglas's Squirrel,Tamiasciurus_douglasii,Tamiasciurus,Sciuridae,Rodentia,Theria
Fremont's Squirrel,Tamiasciurus_fremonti,Tamiasciurus,Sciuridae,Rodentia,Theria
North American Red Squirrel,Tamiasciurus_hudsonicus,Tamiasciurus,Sciuridae,Rodentia,Theria
Harris's Antelope Squirrel,Ammospermophilus_harrisii,Ammospermophilus,Sciuridae,Rodentia,Theria
Texas Antelope Squirrel,Ammospermophilus_interpres,Ammospermophilus,Sciuridae,Rodentia,Theria
White-tailed Antelope Squirrel,Ammospermophilus_leucurus,Ammospermophilus,Sciuridae,Rodentia,Theria
Nelson's Antelope Squirrel,Ammospermophilus_nelsoni,Ammospermophilus,Sciuridae,Rodentia,Theria
Common Golden-mantled Ground Squirrel,Callospermophilus_lateralis,Callospermophilus,Sciuridae,Rodentia,Theria
Sierra Madre Ground Squirrel,Callospermophilus_madrensis,Callospermophilus,Sciuridae,Rodentia,Theria
Cascade Golden-mantled Ground Squirrel,Callospermophilus_saturatus,Callospermophilus,Sciuridae,Rodentia,Theria
Gunnison's Prairie Dog,Cynomys_gunnisoni,Cynomys,Sciuridae,Rodentia,Theria
White-tailed Prairie Dog,Cynomys_leucurus,Cynomys,Sciuridae,Rodentia,Theria
Black-tailed Prairie Dog,Cynomys_ludovicianus,Cynomys,Sciuridae,Rodentia,Theria
Mexican Prairie Dog,Cynomys_mexicanus,Cynomys,Sciuridae,Rodentia,Theria
Utah Prairie Dog,Cynomys_parvidens,Cynomys,Sciuridae,Rodentia,Theria
Mexican Ground Squirrel,Ictidomys_mexicanus,Ictidomys,Sciuridae,Rodentia,Theria
Rio Grande Ground Squirrel,Ictidomys_parvidens,Ictidomys,Sciuridae,Rodentia,Theria
Thirteen-lined Ground Squirrel,Ictidomys_tridecemlineatus,Ictidomys,Sciuridae,Rodentia,Theria
Gray Marmot,Marmota_baibacina,Marmota,Sciuridae,Rodentia,Theria
Bobak Marmot,Marmota_bobak,Marmota,Sciuridae,Rodentia,Theria
Alaska Marmot,Marmota_broweri,Marmota,Sciuridae,Rodentia,Theria
Hoary Marmot,Marmota_caligata,Marmota,Sciuridae,Rodentia,Theria
Black-capped Marmot,Marmota_camtschatica,Marmota,Sciuridae,Rodentia,Theria
Long-tailed Marmot,Marmota_caudata,Marmota,Sciuridae,Rodentia,Theria
Yellow-bellied Marmot,Marmota_flaviventris,Marmota,Sciuridae,Rodentia,Theria
Himalayan Marmot,Marmota_himalayana,Marmota,Sciuridae,Rodentia,Theria
Forest Steppe Marmot,Marmota_kastschenkoi,Marmota,Sciuridae,Rodentia,Theria
Alpine Marmot,Marmota_marmota,Marmota,Sciuridae,Rodentia,Theria
Menzbier's Marmot,Marmota_menzbieri,Marmota,Sciuridae,Rodentia,Theria
Woodchuck,Marmota_monax,Marmota,Sciuridae,Rodentia,Theria
Olympic Marmot,Marmota_olympus,Marmota,Sciuridae,Rodentia,Theria
Tarbagan Marmot,Marmota_sibirica,Marmota,Sciuridae,Rodentia,Theria
Vancouver Island Marmot,Marmota_vancouverensis,Marmota,Sciuridae,Rodentia,Theria
Tropical Ground Squirrel,Notocitellus_adocetus,Notocitellus,Sciuridae,Rodentia,Theria
Ring-tailed Ground Squirrel,Notocitellus_annulatus,Notocitellus,Sciuridae,Rodentia,Theria
California Ground Squirrel,Otospermophilus_beecheyi,Otospermophilus,Sciuridae,Rodentia,Theria
Douglas's Ground Squirrel,Otospermophilus_douglasii,Otospermophilus,Sciuridae,Rodentia,Theria
Common Rock Squirrel,Otospermophilus_variegatus,Otospermophilus,Sciuridae,Rodentia,Theria
Franklin's Ground Squirrel,Poliocitellus_franklinii,Poliocitellus,Sciuridae,Rodentia,Theria
Alashan Ground Squirrel,Spermophilus_alaschanicus,Spermophilus,Sciuridae,Rodentia,Theria
Brandt's Ground Squirrel,Spermophilus_brevicauda,Spermophilus,Sciuridae,Rodentia,Theria
European Ground Squirrel,Spermophilus_citellus,Spermophilus,Sciuridae,Rodentia,Theria
Daurian Ground Squirrel,Spermophilus_dauricus,Spermophilus,Sciuridae,Rodentia,Theria
Red-cheeked Ground Squirrel,Spermophilus_erythrogenys,Spermophilus,Sciuridae,Rodentia,Theria
Yellow Ground Squirrel,Spermophilus_fulvus,Spermophilus,Sciuridae,Rodentia,Theria
Russet Ground Squirrel,Spermophilus_major,Spermophilus,Sciuridae,Rodentia,Theria
Caucasian Mountain Ground Squirrel,Spermophilus_musicus,Spermophilus,Sciuridae,Rodentia,Theria
Tian Shan Ground Squirrel,Spermophilus_nilkaensis,Spermophilus,Sciuridae,Rodentia,Theria
Podolian Ground Squirrel,Spermophilus_odessanus,Spermophilus,Sciuridae,Rodentia,Theria
Pallid Ground Squirrel,Spermophilus_pallidicauda,Spermophilus,Sciuridae,Rodentia,Theria
Little Ground Squirrel,Spermophilus_pygmaeus,Spermophilus,Sciuridae,Rodentia,Theria
Relict Ground Squirrel,Spermophilus_relictus,Spermophilus,Sciuridae,Rodentia,Theria
Selevin's Ground Squirrel,Spermophilus_selevini,Spermophilus,Sciuridae,Rodentia,Theria
Speckled Ground Squirrel,Spermophilus_suslicus,Spermophilus,Sciuridae,Rodentia,Theria
Tauren Ground Squirrel,Spermophilus_taurensis,Spermophilus,Sciuridae,Rodentia,Theria
Vorontsov's Ground Squirrel,Spermophilus_vorontsovi,Spermophilus,Sciuridae,Rodentia,Theria
Asia Minor Ground Squirrel,Spermophilus_xanthoprymnus,Spermophilus,Sciuridae,Rodentia,Theria
Uinta Ground Squirrel,Urocitellus_armatus,Urocitellus,Sciuridae,Rodentia,Theria
Belding's Ground Squirrel,Urocitellus_beldingi,Urocitellus,Sciuridae,Rodentia,Theria
Idaho Ground Squirrel,Urocitellus_brunneus,Urocitellus,Sciuridae,Rodentia,Theria
Merriam's Ground Squirrel,Urocitellus_canus,Urocitellus,Sciuridae,Rodentia,Theria
Columbian Ground Squirrel,Urocitellus_columbianus,Urocitellus,Sciuridae,Rodentia,Theria
Wyoming Ground Squirrel,Urocitellus_elegans,Urocitellus,Sciuridae,Rodentia,Theria
Snake River Plains Ground Squirrel,Urocitellus_idahoensis,Urocitellus,Sciuridae,Rodentia,Theria
Piute Ground Squirrel,Urocitellus_mollis,Urocitellus,Sciuridae,Rodentia,Theria
Arctic Ground Squirrel,Urocitellus_parryii,Urocitellus,Sciuridae,Rodentia,Theria
Richardson's Ground Squirrel,Urocitellus_richardsonii,Urocitellus,Sciuridae,Rodentia,Theria
Townsend's Ground Squirrel,Urocitellus_townsendii,Urocitellus,Sciuridae,Rodentia,Theria
Long-tailed Ground Squirrel,Urocitellus_undulatus,Urocitellus,Sciuridae,Rodentia,Theria
Washington Ground Squirrel,Urocitellus_washingtoni,Urocitellus,Sciuridae,Rodentia,Theria
Mohave Ground Squirrel,Xerospermophilus_mohavensis,Xerospermophilus,Sciuridae,Rodentia,Theria
Perote Ground Squirrel,Xerospermophilus_perotensis,Xerospermophilus,Sciuridae,Rodentia,Theria
Spotted Ground Squirrel,Xerospermophilus_spilosoma,Xerospermophilus,Sciuridae,Rodentia,Theria
Round-tailed Ground Squirrel,Xerospermophilus_tereticaudus,Xerospermophilus,Sciuridae,Rodentia,Theria
African Palm Squirrel,Epixerus_ebii,Epixerus,Sciuridae,Rodentia,Theria
Thomas's Rope Squirrel,Funisciurus_anerythrus,Funisciurus,Sciuridae,Rodentia,Theria
Lunda Rope Squirrel,Funisciurus_bayonii,Funisciurus,Sciuridae,Rodentia,Theria
Carruther's Mountain Squirrel,Funisciurus_carruthersi,Funisciurus,Sciuridae,Rodentia,Theria
Congo Rope Squirrel,Funisciurus_congicus,Funisciurus,Sciuridae,Rodentia,Theria
Du Chaillu's Rope Squirrel,Funisciurus_duchaillui,Funisciurus,Sciuridae,Rodentia,Theria
Lady Burton's Rope Squirrel,Funisciurus_isabella,Funisciurus,Sciuridae,Rodentia,Theria
Ribboned Rope Squirrel,Funisciurus_lemniscatus,Funisciurus,Sciuridae,Rodentia,Theria
Red-cheeked Rope Squirrel,Funisciurus_leucogenys,Funisciurus,Sciuridae,Rodentia,Theria
Fire-footed Rope Squirrel,Funisciurus_pyrropus,Funisciurus,Sciuridae,Rodentia,Theria
Kintampo Rope Squirrel,Funisciurus_substriatus,Funisciurus,Sciuridae,Rodentia,Theria
Gambian Sun Squirrel,Heliosciurus_gambianus,Heliosciurus,Sciuridae,Rodentia,Theria
Mutable Sun Squirrel,Heliosciurus_mutabilis,Heliosciurus,Sciuridae,Rodentia,Theria
Small Sun Squirrel,Heliosciurus_punctatus,Heliosciurus,Sciuridae,Rodentia,Theria
Red-legged Sun Squirrel,Heliosciurus_rufobrachium,Heliosciurus,Sciuridae,Rodentia,Theria
Ruwenzori Sun Squirrel,Heliosciurus_ruwenzorii,Heliosciurus,Sciuridae,Rodentia,Theria
Zanj Sun Squirrel,Heliosciurus_undulatus,Heliosciurus,Sciuridae,Rodentia,Theria
African Pygmy Squirrel,Myosciurus_pumilio,Myosciurus,Sciuridae,Rodentia,Theria
Alexander's Bush Squirrel,Paraxerus_alexandri,Paraxerus,Sciuridae,Rodentia,Theria
Boehm's Bush Squirrel,Paraxerus_boehmi,Paraxerus,Sciuridae,Rodentia,Theria
Smith's Bush Squirrel,Paraxerus_cepapi,Paraxerus,Sciuridae,Rodentia,Theria
Cooper's Mountain Squirrel,Paraxerus_cooperi,Paraxerus,Sciuridae,Rodentia,Theria
Striped Bush Squirrel,Paraxerus_flavovittis,Paraxerus,Sciuridae,Rodentia,Theria
Black-and-red Bush Squirrel,Paraxerus_lucifer,Paraxerus,Sciuridae,Rodentia,Theria
Ochre Bush Squirrel,Paraxerus_ochraceus,Paraxerus,Sciuridae,Rodentia,Theria
Red Bush Squirrel,Paraxerus_palliatus,Paraxerus,Sciuridae,Rodentia,Theria
Green Bush Squirrel,Paraxerus_poensis,Paraxerus,Sciuridae,Rodentia,Theria
Swynnerton's Bush Squirrel,Paraxerus_vexillarius,Paraxerus,Sciuridae,Rodentia,Theria
Vincent's Bush Squirrel,Paraxerus_vincenti,Paraxerus,Sciuridae,Rodentia,Theria
Slender-tailed Squirrel,Protoxerus_aubinnii,Protoxerus,Sciuridae,Rodentia,Theria
Forest Giant Squirrel,Protoxerus_stangeri,Protoxerus,Sciuridae,Rodentia,Theria
Pere David's Rock Squirrel,Sciurotamias_davidianus,Sciurotamias,Sciuridae,Rodentia,Theria
Forrest's Rock Squirrel,Sciurotamias_forresti,Sciurotamias,Sciuridae,Rodentia,Theria
Siberian Chipmunk,Eutamias_sibiricus,Eutamias,Sciuridae,Rodentia,Theria
Alpine Chipmunk,Neotamias_alpinus,Neotamias,Sciuridae,Rodentia,Theria
Yellow-pine Chipmunk,Neotamias_amoenus,Neotamias,Sciuridae,Rodentia,Theria
Buller's Chipmunk,Neotamias_bulleri,Neotamias,Sciuridae,Rodentia,Theria
Gray-footed Chipmunk,Neotamias_canipes,Neotamias,Sciuridae,Rodentia,Theria
Gray-collared Chipmunk,Neotamias_cinereicollis,Neotamias,Sciuridae,Rodentia,Theria
Crater Chipmunk,Neotamias_cratericus,Neotamias,Sciuridae,Rodentia,Theria
Cliff Chipmunk,Neotamias_dorsalis,Neotamias,Sciuridae,Rodentia,Theria
Durango Chipmunk,Neotamias_durangae,Neotamias,Sciuridae,Rodentia,Theria
Coulee Chipmunk,Neotamias_grisescens,Neotamias,Sciuridae,Rodentia,Theria
Merriam's Chipmunk,Neotamias_merriami,Neotamias,Sciuridae,Rodentia,Theria
Least Chipmunk,Neotamias_minimus,Neotamias,Sciuridae,Rodentia,Theria
California Chipmunk,Neotamias_obscurus,Neotamias,Sciuridae,Rodentia,Theria
Yellow-cheeked Chipmunk,Neotamias_ochrogenys,Neotamias,Sciuridae,Rodentia,Theria
Palmer's Chipmunk,Neotamias_palmeri,Neotamias,Sciuridae,Rodentia,Theria
Panamint Chipmunk,Neotamias_panamintinus,Neotamias,Sciuridae,Rodentia,Theria
Long-eared Chipmunk,Neotamias_quadrimaculatus,Neotamias,Sciuridae,Rodentia,Theria
Colorado Chipmunk,Neotamias_quadrivittatus,Neotamias,Sciuridae,Rodentia,Theria
Red-tailed Chipmunk,Neotamias_ruficaudus,Neotamias,Sciuridae,Rodentia,Theria
Hopi Chipmunk,Neotamias_rufus,Neotamias,Sciuridae,Rodentia,Theria
Shadow Chipmunk,Neotamias_senex,Neotamias,Sciuridae,Rodentia,Theria
